NAME,T,GENE,t0,t1
YER111C,0,SWI4,-0.21,0.19
YLR229C,0,CDC42,-0.42,-0.38
YBL008W,0,HIR1,0.21,0.33
YNL068C,0,FKH2,-0.31,-0.19
YDR310C,0,SUM1,0.19,0.04
YDR146C,0,SWI5,-1.82,-1.35
YLR103C,0,CDC45,-0.74,0.32
YLR229C,1,CDC42,-0.38,0.26
YDR310C,1,SUM1,0.04,-0.26
YLR103C,1,CDC45,0.32,1.62
YDR146C,1,SWI5,-1.35,-0.65
YNL068C,1,FKH2,-0.19,-0.91
YBL008W,1,HIR1,0.33,0.58
YER111C,1,SWI4,0.19,0.86
YLR103C,2,CDC45,1.62,0.88
YNL068C,2,FKH2,-0.91,-0.03
YDR310C,2,SUM1,-0.26,-0.01
YER111C,2,SWI4,0.86,0.04
YLR229C,2,CDC42,0.26,-0.12
YDR146C,2,SWI5,-0.65,-0.67
YBL008W,2,HIR1,0.58,-0.1
YLR229C,3,CDC42,-0.12,0.14
YDR146C,3,SWI5,-0.67,-0.4
YNL068C,3,FKH2,-0.03,0.16
YBL008W,3,HIR1,-0.1,0.24
YLR103C,3,CDC45,0.88,0.46
YER111C,3,SWI4,0.04,-0.35
YDR310C,3,SUM1,-0.01,0.36
YNL068C,4,FKH2,0.16,0.34
YDR146C,4,SWI5,-0.4,0.34
YLR103C,4,CDC45,0.46,-0.15
YLR229C,4,CDC42,0.14,-0.22
YER111C,4,SWI4,-0.35,-0.39
YDR310C,4,SUM1,0.36,0.05
YBL008W,4,HIR1,0.24,0.22
YBL008W,5,HIR1,0.22,-0.15
YLR103C,5,CDC45,-0.15,-0.44
YDR146C,5,SWI5,0.34,0.57
YLR229C,5,CDC42,-0.22,0.05
YNL068C,5,FKH2,0.34,0.46
YDR310C,5,SUM1,0.05,-0.1
YER111C,5,SWI4,-0.39,-0.51
YBL008W,6,HIR1,-0.15,0.57
YLR229C,6,CDC42,0.05,-0.34
YLR103C,6,CDC45,-0.44,-1.19
YNL068C,6,FKH2,0.46,0.51
YDR310C,6,SUM1,-0.1,-0.01
YER111C,6,SWI4,-0.51,-0.2
YDR146C,6,SWI5,0.57,0.47
YLR103C,7,CDC45,-1.19,-0.9
YLR229C,7,CDC42,-0.34,-0.06
YNL068C,7,FKH2,0.51,0.5
YBL008W,7,HIR1,0.57,0.22
YER111C,7,SWI4,-0.2,0.0
YDR146C,7,SWI5,0.47,0.51
YDR310C,7,SUM1,-0.01,-0.1
YDR146C,8,SWI5,0.51,0.34
YLR103C,8,CDC45,-0.9,0.6
YDR310C,8,SUM1,-0.1,-0.08
YNL068C,8,FKH2,0.5,-0.31
YLR229C,8,CDC42,-0.06,0.41
YBL008W,8,HIR1,0.22,-0.38
YER111C,8,SWI4,0.0,0.92
YLR229C,9,CDC42,0.41,
YER111C,9,SWI4,0.92,0.77
YDR310C,9,SUM1,-0.08,0.11
YBL008W,9,HIR1,-0.38,0.06
YDR146C,9,SWI5,0.34,0.12
YNL068C,9,FKH2,-0.31,-0.44
YLR103C,9,CDC45,0.6,0.85
YNL068C,10,FKH2,-0.44,-0.07
YDR310C,10,SUM1,0.11,-0.11
YDR146C,10,SWI5,0.12,-0.25
YLR229C,10,CDC42,,0.14
YBL008W,10,HIR1,0.06,-0.06
YER111C,10,SWI4,0.77,0.41
YLR103C,10,CDC45,0.85,0.77
YLR229C,11,CDC42,0.14,0.02
YER111C,11,SWI4,0.41,0.14
YDR310C,11,SUM1,-0.11,-0.14
YNL068C,11,FKH2,-0.07,0.11
YDR146C,11,SWI5,-0.25,0.08
YLR103C,11,CDC45,0.77,0.24
YBL008W,11,HIR1,-0.06,0.28
YDR310C,12,SUM1,-0.14,
YNL068C,12,FKH2,0.11,
YER111C,12,SWI4,0.14,-0.45
YDR146C,12,SWI5,0.08,
YLR103C,12,CDC45,0.24,
YBL008W,12,HIR1,0.28,-0.72
YLR229C,12,CDC42,0.02,0.24
YDR146C,13,SWI5,,0.8
YLR103C,13,CDC45,,-0.44
YBL008W,13,HIR1,-0.72,-0.23
YDR310C,13,SUM1,,-0.06
YNL068C,13,FKH2,,-0.02
YLR229C,13,CDC42,0.24,-0.14
YER111C,13,SWI4,-0.45,-1.23
YDR146C,14,SWI5,0.8,1.27
YLR229C,14,CDC42,-0.14,0.24
YNL068C,14,FKH2,-0.02,0.28
YDR310C,14,SUM1,-0.06,0.05
YBL008W,14,HIR1,-0.23,-0.27
YLR103C,14,CDC45,-0.44,-1.0
YER111C,14,SWI4,-1.23,
YLR229C,15,CDC42,0.24,0.19
YER111C,15,SWI4,,
YDR146C,15,SWI5,1.27,0.63
YNL068C,15,FKH2,0.28,-0.09
YDR310C,15,SUM1,0.05,0.06
YBL008W,15,HIR1,-0.27,-0.81
YLR103C,15,CDC45,-1.0,-0.87
